"site","X","country","PDI","IDV","MAS","UAI","num_u","num_q","num_a","num_tp_c","num_tp_e","perc_a","perc_q","perc_tp_c","perc_tp_e","GNI","Internet","EPI","WVS","tipo"
"superuser",47,"Netherlands",38,80,14,53,2220,1.79767726272933,2.2465993382067,3.21429659667957,3.09237561009006,0.276126126126126,0.281081081081081,0.278378378378378,0.0495495495495495,48250,92.3,68.99,1.39,"Individualista"
"superuser",48,"New Zealand",22,79,58,49,743,2.13504258039882,2.40322210489707,3.42226330930434,2.59126945722224,0.343203230148048,0.345895020188425,0.351278600269179,0.0484522207267833,30620,86,NA,1.86,"Individualista"
"superuser",49,"Nigeria",80,30,60,55,83,1.47787107640375,1.33928395470263,2.10429603968547,1,0.180722891566265,0.373493975903614,0.204819277108434,0.036144578313253,1430,28.4,NA,0.28,"Coletivista"
"superuser",50,"Norway",31,69,8,50,834,2.02166593385628,2.09318704584689,3.12333225802066,2.19931629447969,0.303357314148681,0.270983213429257,0.267386091127098,0.0443645083932854,98860,94,64.33,2.17,"Individualista"
"superuser",51,"Pakistan",55,14,50,70,630,1.70979857136943,1.54623201302007,2.57338628136302,1.59488553429054,0.180952380952381,0.292063492063492,0.187301587301587,0.0206349206349206,1260,9,NA,1.25,"Coletivista"
"superuser",52,"Panama",95,11,44,86,18,1.5874010519682,1.64375182951723,1,NA,0.277777777777778,0.166666666666667,0.0555555555555556,0,9850,42.7,43.7,NA,"Coletivista"
"superuser",53,"Peru",64,16,42,87,101,1.86176969495042,2.28232282853185,3.69688973032675,2.17202531760487,0.267326732673267,0.267326732673267,0.247524752475248,0.0594059405940594,5880,36,51.46,0.03,"Coletivista"
"superuser",54,"Philippines",94,32,64,44,393,1.99363777319807,1.86234853787133,2.95352964537001,2.52767323124955,0.213740458015267,0.366412213740458,0.287531806615776,0.0229007633587786,2470,29,NA,-0.11,"Coletivista"
"superuser",55,"Poland",68,60,64,93,1443,1.77286388768043,1.98306891770762,2.7356074784883,1.92806483652767,0.25987525987526,0.319473319473319,0.267498267498267,0.0311850311850312,12660,64.9,64.26,-0.14,"Individualista"
"superuser",56,"Portugal",63,27,31,104,621,1.53249234686156,1.75439764723024,2.59650072250751,2.41197782101093,0.246376811594203,0.27536231884058,0.235104669887279,0.0273752012882448,20580,57.8,56.83,0.49,"Coletivista"
"superuser",57,"Romania",90,30,42,90,793,1.98556806904135,2.04059981213008,2.81760031804241,3.4741812746482,0.229508196721311,0.290037831021438,0.258511979823455,0.0302648171500631,8150,44,58.63,-1.55,"Coletivista"
"superuser",58,"Russia",93,39,36,95,1900,1.68069301623041,1.85886869339781,2.79886210708008,2.05490773960957,0.208947368421053,0.243157894736842,0.195263157894737,0.0263157894736842,12700,49,50.44,-1.42,"Coletivista"
"superuser",59,"Saudi Arabia",95,25,60,80,45,1.94228487212918,2.03324422782702,2.39308470586571,1,0.266666666666667,0.333333333333333,0.222222222222222,0.0444444444444444,21210,47.5,39.48,0.15,"Coletivista"
"superuser",60,"Serbia",86,25,43,92,266,1.69649215731908,2.70062898845962,3.17476136576269,3.87941270954986,0.24812030075188,0.281954887218045,0.244360902255639,0.0413533834586466,5280,42.2,NA,-0.62,"Coletivista"
"superuser",61,"Singapore",74,20,48,8,448,2.18706448061497,2.39293464981995,3.84453654370624,5.55853466585486,0.263392857142857,0.299107142857143,0.265625,0.0334821428571429,47210,71,59.58,NA,"Coletivista"
"superuser",62,"Slovakia",104,52,110,51,190,2.33478108185935,1.7933261438143,3.01412798328265,2.78315768371374,0.289473684210526,0.315789473684211,0.315789473684211,0.0210526315789474,17180,74.4,55.96,-0.43,"Individualista"
"superuser",63,"Slovenia",71,27,19,88,187,1.91141457984078,2.47985587175372,3.4886983081507,2.07600018024928,0.262032085561497,0.320855614973262,0.283422459893048,0.0427807486631016,22810,69,60.6,0.36,"Coletivista"
"superuser",64,"South Africa",49,65,63,49,782,2.04758894873022,1.98291758652209,3.04386864404798,2.10925201453857,0.31074168797954,0.323529411764706,0.285166240409207,0.051150895140665,7610,34,NA,-0.1,"Individualista"
"superuser",65,"South Korea",60,18,39,85,195,2.24167765516772,1.73161903221688,3.00677466587757,1,0.143589743589744,0.235897435897436,0.18974358974359,0.0153846153846154,22670,83.8,53.62,-1.37,"Coletivista"
"superuser",66,"Spain",57,51,42,86,1262,1.79117341161213,1.87314926372723,2.69957165218432,2.93645528022687,0.245641838351823,0.205229793977813,0.204437400950872,0.0229793977812995,30110,67.6,57.18,0.54,"Individualista"
"superuser",67,"Sweden",31,71,5,29,1861,1.85194845719043,2.20987962656496,2.8262445213289,2.25411310733259,0.268672756582483,0.295002686727566,0.281031703385277,0.0354648038688877,56210,94,67.8,2.35,"Individualista"
"superuser",68,"Switzerland",34,68,70,58,999,2.00929839816682,2.2325061216943,3.26843105411135,2.7523375071289,0.325325325325325,0.295295295295295,0.302302302302302,0.0500500500500501,82730,85.2,58.29,1.9,"Individualista"
"superuser",69,"Taiwan",58,17,45,69,225,1.61115146698462,1.55392380884901,2.04695228708566,1.41421356237309,0.151111111111111,0.151111111111111,0.137777777777778,0.00888888888888889,NA,NA,52.56,-1.18,"Coletivista"
"superuser",70,"Tanzania",70,25,40,50,13,1.8612097182042,1.81712059283214,1.86441053550082,NA,0.230769230769231,0.307692307692308,0.461538461538462,0,570,12,NA,NA,"Coletivista"
"superuser",71,"Thailand",64,20,34,64,201,1.73425683296261,1.70083042313858,2.90420640246107,3,0.258706467661692,0.263681592039801,0.223880597014925,0.0199004975124378,5210,23.7,47.79,0.01,"Coletivista"
"superuser",72,"Turkey",66,37,45,85,791,1.80606468725273,2.10181813141459,2.61178519900098,3.4567558491016,0.188369152970923,0.255372945638432,0.217446270543616,0.0252844500632111,10830,43.1,47.8,-0.33,"Coletivista"
"superuser",73,"United Kingdom",35,89,66,35,8972,2.00195132666516,2.41476024208309,3.24189714881258,2.49841439440032,0.319549710209541,0.336937137761926,0.333147570218457,0.048372715113687,38250,86.8,NA,1.68,"Individualista"
"superuser",74,"United States",40,91,62,46,34219,1.97305289394297,2.41431861996265,3.16975974805653,2.62164700799622,0.303574037815249,0.304070837838628,0.305736579093486,0.0456471550892779,50120,77.9,NA,1.76,"Individualista"
"superuser",75,"Uruguay",61,36,38,100,119,1.41630675199117,1.83850221260479,2.30067226887149,1,0.26890756302521,0.302521008403361,0.243697478991597,0.00840336134453781,13510,51.4,49.61,0.99,"Coletivista"
"superuser",76,"Venezuela",81,12,73,76,113,1.51260524849052,1.27443210634629,1.83687566990265,1,0.274336283185841,0.300884955752212,0.212389380530973,0.00884955752212389,12500,NA,46.12,0.43,"Coletivista"
"superuser",77,"Vietnam",70,20,40,30,254,1.90137208843525,2.17864121060732,2.5723403415607,2.39424217887553,0.169291338582677,0.244094488188976,0.192913385826772,0.0275590551181102,1400,35.1,51.57,-0.26,"Coletivista"
"superuser",78,"Zambia",60,35,40,50,7,2.44948974278318,4.69041575982343,5,1,0.285714285714286,0.285714285714286,0.285714285714286,0.142857142857143,1350,11.5,NA,-0.62,"Coletivista"
